employee_id,previous_salary,new_salary,previous_role,new_role,previous_level,new_level,effective_date,change_type,change_reason
EMP0996,,14745,,Network Engineer,,Junior,2024-09-15,Hire,Initial appointment
EMP0996,14745,21985,Network Engineer,Network Engineer,Junior,Mid,2025-06-12,Promotion,Market correction adjustment
EMP0040,,9751,,Senior Data Engineer,,Mid,2022-05-08,Hire,Initial appointment
EMP0040,9751,10418,Senior Data Engineer,Senior Data Engineer,Mid,Mid,2023-02-17,Annual Raise,Cost of living adjustment
EMP0040,10418,16243,Senior Data Engineer,Senior Data Engineer,Mid,Junior,2023-04-07,Promotion,Cost of living adjustment
EMP0505,,9109,,Sustainability Analyst,,Mid,2024-07-18,Hire,Initial appointment
EMP0505,9109,9820,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2025-03-04,Annual Raise,Promoted following review
EMP0505,9820,11049,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2025-03-12,Annual Raise,Project completion bonus integration
EMP0505,11049,13255,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2025-05-29,Annual Raise,Promoted following review
EMP0505,13255,13564,Sustainability Analyst,Sustainability Analyst,Mid,Junior,2025-06-23,Promotion,Project completion bonus integration
EMP0527,,15245,,Lead Data Engineer,,Junior,2021-04-17,Hire,Initial appointment
EMP0527,15245,16902,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2022-02-05,Annual Raise,Retention adjustment
EMP0527,16902,18374,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2024-01-30,Annual Raise,Retention adjustment
EMP0527,18374,19646,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2024-02-03,Annual Raise,Market correction adjustment
EMP0527,19646,22718,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2024-10-28,Promotion,Annual performance increase
EMP0763,,13048,,Data Engineer,,Junior,2023-08-16,Hire,Initial appointment
EMP0763,13048,21255,Data Engineer,Data Engineer,Junior,Mid,2024-05-09,Promotion,Project completion bonus integration
EMP0961,,8956,,Compliance Analyst,,Mid,2024-05-14,Hire,Initial appointment
EMP0961,8956,9499,Compliance Analyst,Compliance Analyst,Mid,Mid,2024-12-11,Annual Raise,Project completion bonus integration
EMP0961,9499,10492,Compliance Analyst,Compliance Analyst,Mid,Mid,2025-02-10,Annual Raise,Promoted following review
EMP0961,10492,12102,Compliance Analyst,Compliance Analyst,Mid,Mid,2025-02-23,Annual Raise,Cost of living adjustment
EMP0961,12102,13459,Compliance Analyst,Compliance Analyst,Mid,Junior,2025-06-01,Promotion,Promoted following review
EMP0977,,21129,,Finance Manager,,Junior,2014-05-03,Hire,Initial appointment
EMP0977,21129,33007,Finance Manager,Finance Manager,Junior,Senior,2019-02-14,Promotion,Market correction adjustment
EMP0714,,17040,,Data Analyst,,Junior,2024-03-26,Hire,Initial appointment
EMP0714,17040,19839,Data Analyst,Data Analyst,Junior,Junior,2024-10-06,Annual Raise,Promoted following review
EMP0714,19839,22685,Data Analyst,Data Analyst,Junior,Junior,2025-01-27,Annual Raise,Cost of living adjustment
EMP0714,22685,23528,Data Analyst,Data Analyst,Junior,Mid,2025-04-15,Promotion,Market correction adjustment
EMP0316,,15826,,HR Analyst,,Junior,2015-08-24,Hire,Initial appointment
EMP0316,15826,18974,HR Analyst,HR Analyst,Junior,Junior,2024-02-21,Annual Raise,Annual performance increase
EMP0316,18974,26865,HR Analyst,HR Analyst,Junior,Senior,2024-11-08,Promotion,Retention adjustment
EMP0340,,16684,,Sales Analyst,,Junior,2021-05-05,Hire,Initial appointment
EMP0340,16684,22261,Sales Analyst,Sales Analyst,Junior,Mid,2023-04-29,Promotion,Annual performance increase
EMP0609,,10805,,Sales Analyst,,Mid,2024-03-07,Hire,Initial appointment
EMP0609,10805,11808,Sales Analyst,Sales Analyst,Mid,Mid,2025-03-06,Annual Raise,Project completion bonus integration
EMP0609,11808,15711,Sales Analyst,Sales Analyst,Mid,Junior,2025-03-22,Promotion,Promoted following review
EMP0328,,20273,,Cloud Architect,,Junior,2020-06-14,Hire,Initial appointment
EMP0328,20273,27103,Cloud Architect,Cloud Architect,Junior,Senior,2022-07-12,Promotion,Annual performance increase
EMP0492,,15024,,Legal Analyst,,Junior,2022-06-26,Hire,Initial appointment
EMP0492,15024,16731,Legal Analyst,Legal Analyst,Junior,Junior,2023-03-30,Annual Raise,Promoted following review
EMP0492,16731,19941,Legal Analyst,Legal Analyst,Junior,Junior,2023-09-05,Annual Raise,Cost of living adjustment
EMP0492,19941,23741,Legal Analyst,Legal Analyst,Junior,Junior,2024-09-07,Annual Raise,Project completion bonus integration
EMP0492,23741,22947,Legal Analyst,Legal Analyst,Junior,Mid,2025-02-10,Promotion,Promoted following review
EMP0234,,14500,,Lead Data Engineer,,Junior,2023-02-16,Hire,Initial appointment
EMP0234,14500,16777,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2023-09-03,Annual Raise,Market correction adjustment
EMP0234,16777,18621,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2023-11-14,Annual Raise,Retention adjustment
EMP0234,18621,22161,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2024-09-15,Annual Raise,Market correction adjustment
EMP0234,22161,22947,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2025-01-08,Promotion,Cost of living adjustment
EMP0573,,8482,,Vendor Manager,,Mid,2023-01-11,Hire,Initial appointment
EMP0573,8482,9553,Vendor Manager,Vendor Manager,Mid,Mid,2024-07-22,Annual Raise,Promoted following review
EMP0573,9553,11039,Vendor Manager,Vendor Manager,Mid,Mid,2024-10-20,Annual Raise,Project completion bonus integration
EMP0573,11039,12937,Vendor Manager,Vendor Manager,Mid,Junior,2025-06-27,Promotion,Project completion bonus integration
EMP0080,,15668,,IT Manager,,Junior,2022-03-31,Hire,Initial appointment
EMP0080,15668,16960,IT Manager,IT Manager,Junior,Junior,2024-02-19,Annual Raise,Cost of living adjustment
EMP0080,16960,19409,IT Manager,IT Manager,Junior,Junior,2025-02-27,Annual Raise,Project completion bonus integration
EMP0080,19409,21636,IT Manager,IT Manager,Junior,Mid,2025-03-05,Promotion,Annual performance increase
EMP0615,,13939,,Data Analyst,,Junior,2023-09-20,Hire,Initial appointment
EMP0615,13939,15348,Data Analyst,Data Analyst,Junior,Junior,2024-03-19,Annual Raise,Retention adjustment
EMP0615,15348,21513,Data Analyst,Data Analyst,Junior,Mid,2025-06-11,Promotion,Project completion bonus integration
EMP0404,,18916,,Compliance Analyst,,Junior,2015-05-09,Hire,Initial appointment
EMP0404,18916,29078,Compliance Analyst,Compliance Analyst,Junior,Senior,2021-01-28,Promotion,Project completion bonus integration
EMP0487,,16293,,Account Manager,,Junior,2024-01-06,Hire,Initial appointment
EMP0487,16293,18121,Account Manager,Account Manager,Junior,Junior,2024-09-28,Annual Raise,Cost of living adjustment
EMP0487,18121,20031,Account Manager,Account Manager,Junior,Junior,2025-06-25,Annual Raise,Promoted following review
EMP0487,20031,22022,Account Manager,Account Manager,Junior,Mid,2025-06-26,Promotion,Promoted following review
EMP0787,,17817,,Marketing Analyst,,Junior,2019-07-26,Hire,Initial appointment
EMP0787,17817,19073,Marketing Analyst,Marketing Analyst,Junior,Junior,2025-01-25,Annual Raise,Annual performance increase
EMP0787,19073,28758,Marketing Analyst,Marketing Analyst,Junior,Senior,2025-03-27,Promotion,Market correction adjustment
EMP0192,,18988,,Sustainability Analyst,,Junior,2015-09-11,Hire,Initial appointment
EMP0192,18988,29216,Sustainability Analyst,Sustainability Analyst,Junior,Senior,2023-01-10,Promotion,Annual performance increase
EMP0291,,12478,,Supply Chain Analyst,,Junior,2022-03-05,Hire,Initial appointment
EMP0291,12478,14553,Supply Chain Analyst,Supply Chain Analyst,Junior,Junior,2023-11-17,Annual Raise,Cost of living adjustment
EMP0291,14553,21137,Supply Chain Analyst,Supply Chain Analyst,Junior,Mid,2024-04-30,Promotion,Annual performance increase
EMP0789,,12855,,Data Analyst,,Junior,2024-07-05,Hire,Initial appointment
EMP0789,12855,13559,Data Analyst,Data Analyst,Junior,Junior,2025-01-27,Annual Raise,Promoted following review
EMP0789,13559,15367,Data Analyst,Data Analyst,Junior,Junior,2025-03-31,Annual Raise,Market correction adjustment
EMP0789,15367,19492,Data Analyst,Data Analyst,Junior,Mid,2025-04-01,Promotion,Market correction adjustment
EMP0781,,11759,,Account Manager,,Junior,2022-07-06,Hire,Initial appointment
EMP0781,11759,20238,Account Manager,Account Manager,Junior,Mid,2023-01-17,Promotion,Promoted following review
EMP0718,,23530,,Network Engineer,,Junior,2013-06-23,Hire,Initial appointment
EMP0718,23530,25940,Network Engineer,Network Engineer,Junior,Junior,2016-04-07,Annual Raise,Project completion bonus integration
EMP0718,25940,29967,Network Engineer,Network Engineer,Junior,Junior,2020-06-18,Annual Raise,Retention adjustment
EMP0718,29967,35917,Network Engineer,Network Engineer,Junior,Senior,2022-11-05,Promotion,Market correction adjustment
EMP0256,,32936,,HR Analyst,,Mid,2014-05-18,Hire,Initial appointment
EMP0256,32936,34667,HR Analyst,HR Analyst,Mid,Mid,2017-02-06,Annual Raise,Promoted following review
EMP0256,34667,45404,HR Analyst,HR Analyst,Mid,Lead,2020-02-16,Promotion,Promoted following review
EMP0241,,14864,,HR Analyst,,Junior,2020-01-10,Hire,Initial appointment
EMP0241,14864,15983,HR Analyst,HR Analyst,Junior,Junior,2020-09-11,Annual Raise,Annual performance increase
EMP0241,15983,23248,HR Analyst,HR Analyst,Junior,Mid,2025-03-03,Promotion,Retention adjustment
EMP0904,,13400,,Budget Analyst,,Junior,2024-05-13,Hire,Initial appointment
EMP0904,13400,15186,Budget Analyst,Budget Analyst,Junior,Junior,2025-01-26,Annual Raise,Annual performance increase
EMP0904,15186,23719,Budget Analyst,Budget Analyst,Junior,Mid,2025-04-27,Promotion,Retention adjustment
EMP0703,,14572,,Senior Data Engineer,,Junior,2020-06-08,Hire,Initial appointment
EMP0703,14572,16369,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2022-04-27,Annual Raise,Promoted following review
EMP0703,16369,19143,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2023-01-20,Annual Raise,Promoted following review
EMP0703,19143,21550,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2025-01-25,Annual Raise,Annual performance increase
EMP0703,21550,22445,Senior Data Engineer,Senior Data Engineer,Junior,Mid,2025-05-17,Promotion,Project completion bonus integration
EMP0635,,18603,,Data Engineer,,Junior,2020-06-11,Hire,Initial appointment
EMP0635,18603,22103,Data Engineer,Data Engineer,Junior,Junior,2021-09-27,Annual Raise,Annual performance increase
EMP0635,22103,26140,Data Engineer,Data Engineer,Junior,Senior,2023-05-09,Promotion,Project completion bonus integration
EMP0645,,13994,,IT Manager,,Junior,2020-09-20,Hire,Initial appointment
EMP0645,13994,14967,IT Manager,IT Manager,Junior,Junior,2021-11-09,Annual Raise,Market correction adjustment
EMP0645,14967,22825,IT Manager,IT Manager,Junior,Mid,2021-12-07,Promotion,Project completion bonus integration
EMP0793,,11781,,Procurement Analyst,,Junior,2021-06-25,Hire,Initial appointment
EMP0793,11781,13741,Procurement Analyst,Procurement Analyst,Junior,Junior,2022-03-28,Annual Raise,Annual performance increase
EMP0793,13741,17613,Procurement Analyst,Procurement Analyst,Junior,Mid,2023-03-14,Promotion,Promoted following review
EMP0368,,6634,,Senior Data Engineer,,Mid,2024-01-04,Hire,Initial appointment
EMP0368,6634,7413,Senior Data Engineer,Senior Data Engineer,Mid,Mid,2024-09-19,Annual Raise,Promoted following review
EMP0368,7413,8074,Senior Data Engineer,Senior Data Engineer,Mid,Mid,2025-04-13,Annual Raise,Promoted following review
EMP0368,8074,12058,Senior Data Engineer,Senior Data Engineer,Mid,Junior,2025-05-16,Promotion,Market correction adjustment
EMP0193,,40221,,Data Analyst,,Mid,2013-01-27,Hire,Initial appointment
EMP0193,40221,48120,Data Analyst,Data Analyst,Mid,Mid,2017-01-09,Annual Raise,Retention adjustment
EMP0193,48120,67168,Data Analyst,Data Analyst,Mid,Director,2022-04-01,Promotion,Market correction adjustment
EMP0252,,17503,,Platform Engineer,,Junior,2019-09-30,Hire,Initial appointment
EMP0252,17503,20563,Platform Engineer,Platform Engineer,Junior,Junior,2022-10-04,Annual Raise,Retention adjustment
EMP0252,20563,30038,Platform Engineer,Platform Engineer,Junior,Senior,2022-10-26,Promotion,Cost of living adjustment
EMP0791,,10118,,Financial Analyst,,Mid,2024-07-03,Hire,Initial appointment
EMP0791,10118,11207,Financial Analyst,Financial Analyst,Mid,Mid,2025-01-23,Annual Raise,Market correction adjustment
EMP0791,11207,12137,Financial Analyst,Financial Analyst,Mid,Mid,2025-03-01,Annual Raise,Market correction adjustment
EMP0791,12137,16520,Financial Analyst,Financial Analyst,Mid,Junior,2025-03-19,Promotion,Project completion bonus integration
EMP0512,,23811,,BI Specialist,,Junior,2014-01-11,Hire,Initial appointment
EMP0512,23811,35034,BI Specialist,BI Specialist,Junior,Senior,2016-10-31,Promotion,Retention adjustment
EMP0497,,13132,,BI Specialist,,Junior,2021-05-26,Hire,Initial appointment
EMP0497,13132,20653,BI Specialist,BI Specialist,Junior,Mid,2024-01-05,Promotion,Annual performance increase
EMP0176,,11505,,Marketing Analyst,,Junior,2020-03-01,Hire,Initial appointment
EMP0176,11505,19687,Marketing Analyst,Marketing Analyst,Junior,Mid,2023-10-18,Promotion,Cost of living adjustment
EMP0726,,8914,,Content Strategist,,Mid,2024-03-19,Hire,Initial appointment
EMP0726,8914,9567,Content Strategist,Content Strategist,Mid,Mid,2025-02-10,Annual Raise,Project completion bonus integration
EMP0726,9567,15501,Content Strategist,Content Strategist,Mid,Junior,2025-02-25,Promotion,Retention adjustment
EMP0658,,21068,,Data Analyst,,Junior,2015-02-14,Hire,Initial appointment
EMP0658,21068,22941,Data Analyst,Data Analyst,Junior,Junior,2016-09-08,Annual Raise,Market correction adjustment
EMP0658,22941,29990,Data Analyst,Data Analyst,Junior,Senior,2017-09-28,Promotion,Retention adjustment
EMP0437,,14219,,IT Manager,,Junior,2022-07-15,Hire,Initial appointment
EMP0437,14219,15901,IT Manager,IT Manager,Junior,Junior,2023-07-01,Annual Raise,Annual performance increase
EMP0437,15901,22381,IT Manager,IT Manager,Junior,Mid,2025-02-13,Promotion,Promoted following review
EMP1000,,13188,,Operations Analyst,,Junior,2022-08-14,Hire,Initial appointment
EMP1000,13188,15613,Operations Analyst,Operations Analyst,Junior,Junior,2024-02-23,Annual Raise,Promoted following review
EMP1000,15613,18450,Operations Analyst,Operations Analyst,Junior,Mid,2024-08-25,Promotion,Market correction adjustment
EMP0720,,13967,,Network Engineer,,Junior,2023-04-15,Hire,Initial appointment
EMP0720,13967,15852,Network Engineer,Network Engineer,Junior,Junior,2024-03-27,Annual Raise,Annual performance increase
EMP0720,15852,18654,Network Engineer,Network Engineer,Junior,Mid,2025-04-15,Promotion,Annual performance increase
EMP0156,,18389,,Learning & Development,,Junior,2019-09-19,Hire,Initial appointment
EMP0156,18389,21873,Learning & Development,Learning & Development,Junior,Junior,2022-03-16,Annual Raise,Retention adjustment
EMP0156,21873,27363,Learning & Development,Learning & Development,Junior,Senior,2022-09-01,Promotion,Project completion bonus integration
EMP0691,,10594,,Data Analyst,,Mid,2024-06-29,Hire,Initial appointment
EMP0691,10594,14417,Data Analyst,Data Analyst,Mid,Junior,2025-02-15,Promotion,Project completion bonus integration
EMP0574,,13871,,Legal Analyst,,Junior,2024-07-12,Hire,Initial appointment
EMP0574,13871,15471,Legal Analyst,Legal Analyst,Junior,Junior,2025-02-14,Annual Raise,Project completion bonus integration
EMP0574,15471,21816,Legal Analyst,Legal Analyst,Junior,Mid,2025-02-24,Promotion,Market correction adjustment
EMP0366,,12274,,Account Manager,,Junior,2024-09-28,Hire,Initial appointment
EMP0366,12274,14099,Account Manager,Account Manager,Junior,Junior,2025-04-25,Annual Raise,Market correction adjustment
EMP0366,14099,20034,Account Manager,Account Manager,Junior,Mid,2025-05-12,Promotion,Project completion bonus integration
EMP0456,,7748,,Sustainability Analyst,,Mid,2024-05-20,Hire,Initial appointment
EMP0456,7748,9178,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2024-11-17,Annual Raise,Annual performance increase
EMP0456,9178,10891,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2025-01-21,Annual Raise,Cost of living adjustment
EMP0456,10891,13102,Sustainability Analyst,Sustainability Analyst,Mid,Junior,2025-06-30,Promotion,Cost of living adjustment
EMP0116,,23868,,Brand Manager,,Junior,2015-03-21,Hire,Initial appointment
EMP0116,23868,34912,Brand Manager,Brand Manager,Junior,Senior,2019-06-01,Promotion,Retention adjustment
EMP0834,,12223,,Sales Analyst,,Mid,2024-02-23,Hire,Initial appointment
EMP0834,12223,16594,Sales Analyst,Sales Analyst,Mid,Junior,2025-04-22,Promotion,Market correction adjustment
EMP0428,,43330,,Marketing Analyst,,Mid,2013-08-11,Hire,Initial appointment
EMP0428,43330,49639,Marketing Analyst,Marketing Analyst,Mid,Mid,2020-02-23,Annual Raise,Retention adjustment
EMP0428,49639,57940,Marketing Analyst,Marketing Analyst,Mid,Director,2023-02-02,Promotion,Cost of living adjustment
EMP0312,,18561,,Supply Chain Analyst,,Junior,2018-07-30,Hire,Initial appointment
EMP0312,18561,33571,Supply Chain Analyst,Supply Chain Analyst,Junior,Senior,2020-06-14,Promotion,Project completion bonus integration
EMP0449,,17806,,Procurement Analyst,,Junior,2015-07-07,Hire,Initial appointment
EMP0449,17806,18707,Procurement Analyst,Procurement Analyst,Junior,Junior,2024-06-21,Annual Raise,Project completion bonus integration
EMP0449,18707,26870,Procurement Analyst,Procurement Analyst,Junior,Senior,2025-06-08,Promotion,Annual performance increase
EMP0575,,11678,,Account Manager,,Junior,2021-06-03,Hire,Initial appointment
EMP0575,11678,21118,Account Manager,Account Manager,Junior,Mid,2023-11-14,Promotion,Market correction adjustment
EMP0196,,18466,,Financial Analyst,,Junior,2015-05-07,Hire,Initial appointment
EMP0196,18466,21852,Financial Analyst,Financial Analyst,Junior,Junior,2016-12-22,Annual Raise,Project completion bonus integration
EMP0196,21852,31112,Financial Analyst,Financial Analyst,Junior,Senior,2020-02-13,Promotion,Promoted following review
EMP0617,,15015,,Finance Director,,Junior,2022-05-16,Hire,Initial appointment
EMP0617,15015,17964,Finance Director,Finance Director,Junior,Junior,2023-09-02,Annual Raise,Annual performance increase
EMP0617,17964,21043,Finance Director,Finance Director,Junior,Junior,2024-05-11,Annual Raise,Retention adjustment
EMP0617,21043,23204,Finance Director,Finance Director,Junior,Mid,2024-10-18,Promotion,Retention adjustment
EMP0953,,28131,,DevOps Engineer,,Mid,2015-09-25,Hire,Initial appointment
EMP0953,28131,32640,DevOps Engineer,DevOps Engineer,Mid,Mid,2024-02-15,Annual Raise,Cost of living adjustment
EMP0953,32640,49976,DevOps Engineer,DevOps Engineer,Mid,Lead,2024-02-17,Promotion,Cost of living adjustment
EMP0341,,11044,,Data Analyst,,Junior,2020-09-21,Hire,Initial appointment
EMP0341,11044,12728,Data Analyst,Data Analyst,Junior,Junior,2021-04-29,Annual Raise,Retention adjustment
EMP0341,12728,17202,Data Analyst,Data Analyst,Junior,Mid,2024-06-23,Promotion,Market correction adjustment
EMP0086,,11025,,Procurement Analyst,,Junior,2020-09-29,Hire,Initial appointment
EMP0086,11025,18082,Procurement Analyst,Procurement Analyst,Junior,Mid,2025-03-25,Promotion,Retention adjustment
EMP0819,,14831,,Cloud Architect,,Junior,2021-06-03,Hire,Initial appointment
EMP0819,14831,15753,Cloud Architect,Cloud Architect,Junior,Junior,2021-12-31,Annual Raise,Retention adjustment
EMP0819,15753,17430,Cloud Architect,Cloud Architect,Junior,Junior,2022-01-25,Annual Raise,Project completion bonus integration
EMP0819,17430,23128,Cloud Architect,Cloud Architect,Junior,Mid,2023-08-07,Promotion,Promoted following review
EMP0807,,16848,,Data Engineer,,Junior,2023-03-05,Hire,Initial appointment
EMP0807,16848,19712,Data Engineer,Data Engineer,Junior,Junior,2023-10-16,Annual Raise,Project completion bonus integration
EMP0807,19712,21902,Data Engineer,Data Engineer,Junior,Junior,2024-03-08,Annual Raise,Cost of living adjustment
EMP0807,21902,24182,Data Engineer,Data Engineer,Junior,Junior,2024-12-20,Annual Raise,Project completion bonus integration
EMP0807,24182,22669,Data Engineer,Data Engineer,Junior,Mid,2025-01-29,Promotion,Annual performance increase
EMP0529,,16784,,Data Analyst,,Junior,2015-03-02,Hire,Initial appointment
EMP0529,16784,19318,Data Analyst,Data Analyst,Junior,Junior,2016-02-29,Annual Raise,Retention adjustment
EMP0529,19318,22701,Data Analyst,Data Analyst,Junior,Junior,2017-05-07,Annual Raise,Cost of living adjustment
EMP0529,22701,27267,Data Analyst,Data Analyst,Junior,Senior,2019-09-02,Promotion,Promoted following review
EMP0875,,7573,,Vendor Manager,,Mid,2024-04-20,Hire,Initial appointment
EMP0875,7573,12493,Vendor Manager,Vendor Manager,Mid,Junior,2025-01-10,Promotion,Project completion bonus integration
EMP0713,,30721,,Supply Chain Analyst,,Mid,2014-01-11,Hire,Initial appointment
EMP0713,30721,41908,Supply Chain Analyst,Supply Chain Analyst,Mid,Lead,2024-03-08,Promotion,Promoted following review
EMP0983,,13077,,BI Engineer,,Junior,2023-01-08,Hire,Initial appointment
EMP0983,13077,15055,BI Engineer,BI Engineer,Junior,Junior,2024-04-27,Annual Raise,Cost of living adjustment
EMP0983,15055,18851,BI Engineer,BI Engineer,Junior,Mid,2025-04-12,Promotion,Annual performance increase
EMP0578,,19522,,Legal Analyst,,Junior,2015-05-11,Hire,Initial appointment
EMP0578,19522,28278,Legal Analyst,Legal Analyst,Junior,Senior,2023-03-15,Promotion,Annual performance increase
EMP0189,,18526,,Senior Data Engineer,,Junior,2014-06-16,Hire,Initial appointment
EMP0189,18526,28350,Senior Data Engineer,Senior Data Engineer,Junior,Senior,2016-01-11,Promotion,Project completion bonus integration
EMP0477,,9327,,Sustainability Analyst,,Mid,2024-02-05,Hire,Initial appointment
EMP0477,9327,10295,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2024-12-14,Annual Raise,Promoted following review
EMP0477,10295,13443,Sustainability Analyst,Sustainability Analyst,Mid,Junior,2025-05-24,Promotion,Promoted following review
EMP0852,,20702,,BI Developer,,Junior,2018-03-24,Hire,Initial appointment
EMP0852,20702,31422,BI Developer,BI Developer,Junior,Senior,2023-10-27,Promotion,Project completion bonus integration
EMP0073,,18443,,Finance Director,,Junior,2016-05-26,Hire,Initial appointment
EMP0073,18443,22022,Finance Director,Finance Director,Junior,Junior,2018-05-06,Annual Raise,Retention adjustment
EMP0073,22022,30568,Finance Director,Finance Director,Junior,Senior,2019-10-02,Promotion,Market correction adjustment
EMP0393,,26834,,Financial Analyst,,Mid,2016-02-24,Hire,Initial appointment
EMP0393,26834,41450,Financial Analyst,Financial Analyst,Mid,Lead,2024-02-21,Promotion,Market correction adjustment
EMP0997,,22710,,Financial Analyst,,Junior,2015-02-16,Hire,Initial appointment
EMP0997,22710,26663,Financial Analyst,Financial Analyst,Junior,Junior,2015-12-30,Annual Raise,Project completion bonus integration
EMP0997,26663,29132,Financial Analyst,Financial Analyst,Junior,Junior,2016-11-29,Annual Raise,Market correction adjustment
EMP0997,29132,31226,Financial Analyst,Financial Analyst,Junior,Junior,2017-03-12,Annual Raise,Cost of living adjustment
EMP0997,31226,30594,Financial Analyst,Financial Analyst,Junior,Senior,2024-02-02,Promotion,Retention adjustment
EMP0114,,10782,,Account Manager,,Junior,2021-06-05,Hire,Initial appointment
EMP0114,10782,12872,Account Manager,Account Manager,Junior,Junior,2021-12-28,Annual Raise,Project completion bonus integration
EMP0114,12872,15342,Account Manager,Account Manager,Junior,Junior,2024-10-12,Annual Raise,Annual performance increase
EMP0114,15342,17559,Account Manager,Account Manager,Junior,Mid,2025-05-06,Promotion,Retention adjustment
EMP0839,,10182,,Sustainability Analyst,,Junior,2023-08-08,Hire,Initial appointment
EMP0839,10182,11676,Sustainability Analyst,Sustainability Analyst,Junior,Junior,2024-03-29,Annual Raise,Annual performance increase
EMP0839,11676,18507,Sustainability Analyst,Sustainability Analyst,Junior,Mid,2025-01-23,Promotion,Market correction adjustment
EMP0045,,22427,,Procurement Analyst,,Junior,2018-08-13,Hire,Initial appointment
EMP0045,22427,25080,Procurement Analyst,Procurement Analyst,Junior,Junior,2024-09-19,Annual Raise,Promoted following review
EMP0045,25080,32999,Procurement Analyst,Procurement Analyst,Junior,Senior,2025-04-22,Promotion,Project completion bonus integration
EMP0207,,21884,,Learning & Development,,Junior,2014-08-11,Hire,Initial appointment
EMP0207,21884,30399,Learning & Development,Learning & Development,Junior,Senior,2024-03-19,Promotion,Cost of living adjustment
EMP0629,,11829,,Lead Data Engineer,,Junior,2024-04-24,Hire,Initial appointment
EMP0629,11829,18857,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2025-01-19,Promotion,Retention adjustment
EMP0959,,14748,,Data Analyst,,Junior,2023-03-12,Hire,Initial appointment
EMP0959,14748,22197,Data Analyst,Data Analyst,Junior,Mid,2023-11-08,Promotion,Cost of living adjustment
EMP0301,,11222,,Lead Data Engineer,,Junior,2020-08-29,Hire,Initial appointment
EMP0301,11222,12718,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2021-10-12,Annual Raise,Retention adjustment
EMP0301,12718,14439,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2022-11-12,Annual Raise,Retention adjustment
EMP0301,14439,19408,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2025-04-25,Promotion,Promoted following review
EMP0978,,12903,,Data Analyst,,Junior,2022-03-24,Hire,Initial appointment
EMP0978,12903,13920,Data Analyst,Data Analyst,Junior,Junior,2023-03-26,Annual Raise,Market correction adjustment
EMP0978,13920,20077,Data Analyst,Data Analyst,Junior,Mid,2023-06-30,Promotion,Cost of living adjustment
EMP0177,,8790,,Content Strategist,,Mid,2024-08-24,Hire,Initial appointment
EMP0177,8790,15742,Content Strategist,Content Strategist,Mid,Junior,2025-06-22,Promotion,Retention adjustment
EMP0711,,14850,,Procurement Analyst,,Junior,2024-05-19,Hire,Initial appointment
EMP0711,14850,17557,Procurement Analyst,Procurement Analyst,Junior,Junior,2025-02-07,Annual Raise,Cost of living adjustment
EMP0711,17557,19379,Procurement Analyst,Procurement Analyst,Junior,Junior,2025-04-13,Annual Raise,Annual performance increase
EMP0711,19379,21844,Procurement Analyst,Procurement Analyst,Junior,Junior,2025-04-28,Annual Raise,Retention adjustment
EMP0711,21844,22500,Procurement Analyst,Procurement Analyst,Junior,Mid,2025-05-29,Promotion,Market correction adjustment
EMP0612,,11233,,Account Manager,,Mid,2024-08-16,Hire,Initial appointment
EMP0612,11233,16199,Account Manager,Account Manager,Mid,Junior,2025-05-03,Promotion,Market correction adjustment
EMP0221,,10572,,Brand Manager,,Mid,2024-03-29,Hire,Initial appointment
EMP0221,10572,11789,Brand Manager,Brand Manager,Mid,Mid,2025-01-15,Annual Raise,Market correction adjustment
EMP0221,11789,15465,Brand Manager,Brand Manager,Mid,Junior,2025-06-12,Promotion,Annual performance increase
EMP0991,,31158,,Data Scientist,,Mid,2019-05-21,Hire,Initial appointment
EMP0991,31158,34337,Data Scientist,Data Scientist,Mid,Mid,2020-05-05,Annual Raise,Cost of living adjustment
EMP0991,34337,39529,Data Scientist,Data Scientist,Mid,Mid,2022-04-19,Annual Raise,Retention adjustment
EMP0991,39529,43346,Data Scientist,Data Scientist,Mid,Mid,2024-12-22,Annual Raise,Cost of living adjustment
EMP0991,43346,46237,Data Scientist,Data Scientist,Mid,Lead,2025-04-16,Promotion,Cost of living adjustment
EMP0533,,13438,,Lead Data Engineer,,Junior,2024-04-06,Hire,Initial appointment
